"ID";"RegioS";"Jaar";"Grijze Druk"
"3190";"GM0890";"1995JJ00";"16.3"
"3191";"GM0890";"1996JJ00";"16.9"
"3192";"GM0890";"1997JJ00";"17.6"
"3193";"GM0890";"1998JJ00";"17.7"
"3194";"GM0890";"1999JJ00";"18"
"3195";"GM0890";"2000JJ00";"18.9"
"3196";"GM0890";"2001JJ00";
"3197";"GM0890";"2002JJ00";
"3198";"GM0890";"2003JJ00";
"3199";"GM0890";"2004JJ00";
"3200";"GM0890";"2005JJ00";
"3201";"GM0890";"2006JJ00";
"3202";"GM0890";"2007JJ00";
"3203";"GM0890";"2008JJ00";
"3204";"GM0890";"2009JJ00";
"3205";"GM0890";"2010JJ00";
"3206";"GM0890";"2011JJ00";
"3207";"GM0890";"2012JJ00";
"3208";"GM0890";"2013JJ00";
"3209";"GM0890";"2014JJ00";
"3210";"GM0890";"2015JJ00";
"3211";"GM0890";"2016JJ00";
"3212";"GM0890";"2017JJ00";
"3213";"GM0890";"2018JJ00";
"3214";"GM0890";"2019JJ00";
"3215";"GM0890";"2020JJ00";
"3216";"GM0890";"2021JJ00";
"3217";"GM0890";"2022JJ00";
"3218";"GM0890";"2023JJ00";
"3219";"GM0007";"1995JJ00";"27.3"
"3220";"GM0007";"1996JJ00";"27.4"
"3221";"GM0007";"1997JJ00";"27.6"
"3222";"GM0007";"1998JJ00";"27.4"
"3223";"GM0007";"1999JJ00";"27.3"
"3224";"GM0007";"2000JJ00";"28.3"
"3225";"GM0007";"2001JJ00";"28.6"
"3226";"GM0007";"2002JJ00";"29.2"
"3227";"GM0007";"2003JJ00";"29.6"
"3228";"GM0007";"2004JJ00";"29.6"
"3229";"GM0007";"2005JJ00";"30.2"
"3230";"GM0007";"2006JJ00";"30.4"
"3231";"GM0007";"2007JJ00";"30.8"
"3232";"GM0007";"2008JJ00";"32"
"3233";"GM0007";"2009JJ00";"33.7"
"3234";"GM0007";"2010JJ00";"34.5"
"3235";"GM0007";"2011JJ00";"34.9"
"3236";"GM0007";"2012JJ00";"37.2"
"3237";"GM0007";"2013JJ00";"40.4"
"3238";"GM0007";"2014JJ00";"42.8"
"3239";"GM0007";"2015JJ00";"44.8"
"3240";"GM0007";"2016JJ00";"46.9"
"3241";"GM0007";"2017JJ00";"49"
"3242";"GM0007";"2018JJ00";
"3243";"GM0007";"2019JJ00";
"3244";"GM0007";"2020JJ00";
"3245";"GM0007";"2021JJ00";
"3246";"GM0007";"2022JJ00";
"3247";"GM0007";"2023JJ00";
"3248";"GM0206";"1995JJ00";"17.2"
"3249";"GM0206";"1996JJ00";"17.5"
"3250";"GM0206";"1997JJ00";"17.8"
"3251";"GM0206";"1998JJ00";"18.1"
"3252";"GM0206";"1999JJ00";"18.7"
"3253";"GM0206";"2000JJ00";"18.6"
"3254";"GM0206";"2001JJ00";"18.1"
"3255";"GM0206";"2002JJ00";"18.3"
"3256";"GM0206";"2003JJ00";
"3257";"GM0206";"2004JJ00";
"3258";"GM0206";"2005JJ00";
"3259";"GM0206";"2006JJ00";
"3260";"GM0206";"2007JJ00";
"3261";"GM0206";"2008JJ00";
"3262";"GM0206";"2009JJ00";
"3263";"GM0206";"2010JJ00";
"3264";"GM0206";"2011JJ00";
"3265";"GM0206";"2012JJ00";
"3266";"GM0206";"2013JJ00";
"3267";"GM0206";"2014JJ00";
"3268";"GM0206";"2015JJ00";
"3269";"GM0206";"2016JJ00";
"3270";"GM0206";"2017JJ00";
"3271";"GM0206";"2018JJ00";
"3272";"GM0206";"2019JJ00";
"3273";"GM0206";"2020JJ00";
"3274";"GM0206";"2021JJ00";
"3275";"GM0206";"2022JJ00";
"3276";"GM0206";"2023JJ00";
"3277";"GM0372";"1995JJ00";"37.3"
"3278";"GM0372";"1996JJ00";"38.6"
"3279";"GM0372";"1997JJ00";"38.6"
"3280";"GM0372";"1998JJ00";"39.2"
"3281";"GM0372";"1999JJ00";"39.6"
"3282";"GM0372";"2000JJ00";"40.7"
"3283";"GM0372";"2001JJ00";"41.1"
"3284";"GM0372";"2002JJ00";"43.5"
"3285";"GM0372";"2003JJ00";"44.6"
"3286";"GM0372";"2004JJ00";"45.5"
"3287";"GM0372";"2005JJ00";"47.1"
"3288";"GM0372";"2006JJ00";"49.3"
"3289";"GM0372";"2007JJ00";"49.3"
"3290";"GM0372";"2008JJ00";"48.4"
"3291";"GM0372";"2009JJ00";
"3292";"GM0372";"2010JJ00";
"3293";"GM0372";"2011JJ00";
"3294";"GM0372";"2012JJ00";
"3295";"GM0372";"2013JJ00";
"3296";"GM0372";"2014JJ00";
"3297";"GM0372";"2015JJ00";
"3298";"GM0372";"2016JJ00";
"3299";"GM0372";"2017JJ00";
"3300";"GM0372";"2018JJ00";
"3301";"GM0372";"2019JJ00";
"3302";"GM0372";"2020JJ00";
"3303";"GM0372";"2021JJ00";
"3304";"GM0372";"2022JJ00";
"3305";"GM0372";"2023JJ00";
"3306";"GM1945";"1995JJ00";
"3307";"GM1945";"1996JJ00";
"3308";"GM1945";"1997JJ00";
"3309";"GM1945";"1998JJ00";
"3310";"GM1945";"1999JJ00";
"3311";"GM1945";"2000JJ00";
"3312";"GM1945";"2001JJ00";
"3313";"GM1945";"2002JJ00";
"3314";"GM1945";"2003JJ00";
"3315";"GM1945";"2004JJ00";
"3316";"GM1945";"2005JJ00";
"3317";"GM1945";"2006JJ00";
"3318";"GM1945";"2007JJ00";
"3319";"GM1945";"2008JJ00";
"3320";"GM1945";"2009JJ00";
"3321";"GM1945";"2010JJ00";
"3322";"GM1945";"2011JJ00";
"3323";"GM1945";"2012JJ00";
"3324";"GM1945";"2013JJ00";
"3325";"GM1945";"2014JJ00";
"3326";"GM1945";"2015JJ00";
"3327";"GM1945";"2016JJ00";"40.6"
"3328";"GM1945";"2017JJ00";"41.2"
"3329";"GM1945";"2018JJ00";"42.6"
"3330";"GM1945";"2019JJ00";"43.4"
"3331";"GM1945";"2020JJ00";"44.4"
"3332";"GM1945";"2021JJ00";"45.4"
"3333";"GM1945";"2022JJ00";"46.6"
"3334";"GM1945";"2023JJ00";"46.9"
"3335";"GM0491";"1995JJ00";"19.8"
"3336";"GM0491";"1996JJ00";"19.7"
"3337";"GM0491";"1997JJ00";"20.1"
"3338";"GM0491";"1998JJ00";"20.5"
"3339";"GM0491";"1999JJ00";"21.4"
"3340";"GM0491";"2000JJ00";"21.8"
"3341";"GM0491";"2001JJ00";"21.9"
"3342";"GM0491";"2002JJ00";"22.8"
"3343";"GM0491";"2003JJ00";"23.4"
"3344";"GM0491";"2004JJ00";"23.5"
"3345";"GM0491";"2005JJ00";"24.5"
"3346";"GM0491";"2006JJ00";"26.1"
"3347";"GM0491";"2007JJ00";"26.9"
"3348";"GM0491";"2008JJ00";"27.5"
"3349";"GM0491";"2009JJ00";"27.5"
"3350";"GM0491";"2010JJ00";"28.5"
"3351";"GM0491";"2011JJ00";"28.7"
"3352";"GM0491";"2012JJ00";"32"
"3353";"GM0491";"2013JJ00";"33.6"
"3354";"GM0491";"2014JJ00";"34.6"
"3355";"GM0491";"2015JJ00";
"3356";"GM0491";"2016JJ00";
"3357";"GM0491";"2017JJ00";
"3358";"GM0491";"2018JJ00";
"3359";"GM0491";"2019JJ00";
"3360";"GM0491";"2020JJ00";
"3361";"GM0491";"2021JJ00";
"3362";"GM0491";"2022JJ00";
"3363";"GM0491";"2023JJ00";
"3364";"GM1724";"1995JJ00";
"3365";"GM1724";"1996JJ00";
"3366";"GM1724";"1997JJ00";
"3367";"GM1724";"1998JJ00";
"3368";"GM1724";"1999JJ00";"18"
"3369";"GM1724";"2000JJ00";"18.6"
"3370";"GM1724";"2001JJ00";"19.3"
"3371";"GM1724";"2002JJ00";"19.6"
"3372";"GM1724";"2003JJ00";"20.6"
"3373";"GM1724";"2004JJ00";"21.8"
"3374";"GM1724";"2005JJ00";"22.8"
"3375";"GM1724";"2006JJ00";"23.9"
"3376";"GM1724";"2007JJ00";"24.9"
"3377";"GM1724";"2008JJ00";"26"
"3378";"GM1724";"2009JJ00";"27.1"
"3379";"GM1724";"2010JJ00";"28.5"
"3380";"GM1724";"2011JJ00";"29.3"
"3381";"GM1724";"2012JJ00";"30.8"
"3382";"GM1724";"2013JJ00";"32.3"
"3383";"GM1724";"2014JJ00";"34.2"
"3384";"GM1724";"2015JJ00";"35.9"
"3385";"GM1724";"2016JJ00";"36.6"
"3386";"GM1724";"2017JJ00";"37.1"
"3387";"GM1724";"2018JJ00";"38.2"
"3388";"GM1724";"2019JJ00";"38.5"
"3389";"GM1724";"2020JJ00";"39.1"
"3390";"GM1724";"2021JJ00";"40.1"
"3391";"GM1724";"2022JJ00";"41"
"3392";"GM1724";"2023JJ00";"41.5"
"3393";"GM0893";"1995JJ00";"17.9"
"3394";"GM0893";"1996JJ00";"18.5"
"3395";"GM0893";"1997JJ00";"18.9"
"3396";"GM0893";"1998JJ00";"19.5"
"3397";"GM0893";"1999JJ00";"19.8"
"3398";"GM0893";"2000JJ00";"20.4"
"3399";"GM0893";"2001JJ00";"21.1"
"3400";"GM0893";"2002JJ00";"21.5"
"3401";"GM0893";"2003JJ00";"22.3"
"3402";"GM0893";"2004JJ00";"22.7"
"3403";"GM0893";"2005JJ00";"23.5"
"3404";"GM0893";"2006JJ00";"24.5"
"3405";"GM0893";"2007JJ00";"24.7"
"3406";"GM0893";"2008JJ00";"25.7"
"3407";"GM0893";"2009JJ00";"26.4"
"3408";"GM0893";"2010JJ00";"27.3"
"3409";"GM0893";"2011JJ00";"27.9"
"3410";"GM0893";"2012JJ00";"29.9"
"3411";"GM0893";"2013JJ00";"31.6"
"3412";"GM0893";"2014JJ00";"33.5"
"3413";"GM0893";"2015JJ00";"35.3"
"3414";"GM0893";"2016JJ00";"36.8"
"3415";"GM0893";"2017JJ00";"38.5"
"3416";"GM0893";"2018JJ00";"39.5"
"3417";"GM0893";"2019JJ00";"40.6"
"3418";"GM0893";"2020JJ00";"41.8"
"3419";"GM0893";"2021JJ00";"42.1"
"3420";"GM0893";"2022JJ00";"43.4"
"3421";"GM0893";"2023JJ00";"44.9"
"3422";"GM0373";"1995JJ00";"33.5"
"3423";"GM0373";"1996JJ00";"33.7"
"3424";"GM0373";"1997JJ00";"34.1"
"3425";"GM0373";"1998JJ00";"34.5"
"3426";"GM0373";"1999JJ00";"35.3"
"3427";"GM0373";"2000JJ00";"35.6"
"3428";"GM0373";"2001JJ00";"30.4"
"3429";"GM0373";"2002JJ00";"30.8"
"3430";"GM0373";"2003JJ00";"31.5"
"3431";"GM0373";"2004JJ00";"32.1"
"3432";"GM0373";"2005JJ00";"33.5"
"3433";"GM0373";"2006JJ00";"34.9"
"3434";"GM0373";"2007JJ00";"36.4"
"3435";"GM0373";"2008JJ00";"38"
"3436";"GM0373";"2009JJ00";"39.5"
"3437";"GM0373";"2010JJ00";"42"
"3438";"GM0373";"2011JJ00";"43.6"
"3439";"GM0373";"2012JJ00";"47.4"
"3440";"GM0373";"2013JJ00";"51.4"
"3441";"GM0373";"2014JJ00";"54.9"
"3442";"GM0373";"2015JJ00";"57.8"
"3443";"GM0373";"2016JJ00";"59.6"
"3444";"GM0373";"2017JJ00";"60.9"
"3445";"GM0373";"2018JJ00";"62.6"
"3446";"GM0373";"2019JJ00";"64.3"
"3447";"GM0373";"2020JJ00";"65.8"
"3448";"GM0373";"2021JJ00";"66.6"
"3449";"GM0373";"2022JJ00";"67.7"
"3450";"GM0373";"2023JJ00";"67.3"
"3451";"GM0748";"1995JJ00";"23.5"
"3452";"GM0748";"1996JJ00";"23.3"
"3453";"GM0748";"1997JJ00";"22.7"
"3454";"GM0748";"1998JJ00";"22.5"
"3455";"GM0748";"1999JJ00";"22.8"
"3456";"GM0748";"2000JJ00";"22.9"
"3457";"GM0748";"2001JJ00";"22.9"
"3458";"GM0748";"2002JJ00";"23"
"3459";"GM0748";"2003JJ00";"23.3"
"3460";"GM0748";"2004JJ00";"23.6"
"3461";"GM0748";"2005JJ00";"24.2"
"3462";"GM0748";"2006JJ00";"24.7"
"3463";"GM0748";"2007JJ00";"25.2"
"3464";"GM0748";"2008JJ00";"26"
"3465";"GM0748";"2009JJ00";"26.3"
"3466";"GM0748";"2010JJ00";"26.9"
"3467";"GM0748";"2011JJ00";"27.8"
"3468";"GM0748";"2012JJ00";"29.4"
"3469";"GM0748";"2013JJ00";"30.7"
"3470";"GM0748";"2014JJ00";"31.8"
"3471";"GM0748";"2015JJ00";"33.1"
"3472";"GM0748";"2016JJ00";"34.3"
"3473";"GM0748";"2017JJ00";"35.1"
"3474";"GM0748";"2018JJ00";"36.1"
"3475";"GM0748";"2019JJ00";"36.9"
"3476";"GM0748";"2020JJ00";"37.6"
"3477";"GM0748";"2021JJ00";"38.4"
"3478";"GM0748";"2022JJ00";"39.2"
"3479";"GM0748";"2023JJ00";"39.7"
"3480";"GM0749";"1995JJ00";"14.6"
"3481";"GM0749";"1996JJ00";"14.7"
"3482";"GM0749";"1997JJ00";"16.2"
"3483";"GM0749";"1998JJ00";"17"
"3484";"GM0749";"1999JJ00";
"3485";"GM0749";"2000JJ00";
"3486";"GM0749";"2001JJ00";
"3487";"GM0749";"2002JJ00";
"3488";"GM0749";"2003JJ00";
"3489";"GM0749";"2004JJ00";
"3490";"GM0749";"2005JJ00";
"3491";"GM0749";"2006JJ00";
"3492";"GM0749";"2007JJ00";
"3493";"GM0749";"2008JJ00";
"3494";"GM0749";"2009JJ00";
"3495";"GM0749";"2010JJ00";
"3496";"GM0749";"2011JJ00";
"3497";"GM0749";"2012JJ00";
"3498";"GM0749";"2013JJ00";
"3499";"GM0749";"2014JJ00";
"3500";"GM0749";"2015JJ00";
"3501";"GM0749";"2016JJ00";
"3502";"GM0749";"2017JJ00";
"3503";"GM0749";"2018JJ00";
"3504";"GM0749";"2019JJ00";
"3505";"GM0749";"2020JJ00";
"3506";"GM0749";"2021JJ00";
"3507";"GM0749";"2022JJ00";
"3508";"GM0749";"2023JJ00";
"3509";"GM0207";"1995JJ00";"19.6"
"3510";"GM0207";"1996JJ00";"19.9"
"3511";"GM0207";"1997JJ00";"20.1"
"3512";"GM0207";"1998JJ00";"20.8"
"3513";"GM0207";"1999JJ00";"21.3"
"3514";"GM0207";"2000JJ00";"22.2"
"3515";"GM0207";"2001JJ00";"22.9"
"3516";"GM0207";"2002JJ00";"24"
"3517";"GM0207";"2003JJ00";"24.5"
"3518";"GM0207";"2004JJ00";"25.4"
"3519";"GM0207";"2005JJ00";
"3520";"GM0207";"2006JJ00";
"3521";"GM0207";"2007JJ00";
"3522";"GM0207";"2008JJ00";
"3523";"GM0207";"2009JJ00";
"3524";"GM0207";"2010JJ00";
"3525";"GM0207";"2011JJ00";
"3526";"GM0207";"2012JJ00";
"3527";"GM0207";"2013JJ00";
"3528";"GM0207";"2014JJ00";
"3529";"GM0207";"2015JJ00";
"3530";"GM0207";"2016JJ00";
"3531";"GM0207";"2017JJ00";
"3532";"GM0207";"2018JJ00";
"3533";"GM0207";"2019JJ00";
"3534";"GM0207";"2020JJ00";
"3535";"GM0207";"2021JJ00";
"3536";"GM0207";"2022JJ00";
"3537";"GM0207";"2023JJ00";
"3538";"GM0492";"1995JJ00";"16.8"
"3539";"GM0492";"1996JJ00";"16.1"
"3540";"GM0492";"1997JJ00";"16.2"
"3541";"GM0492";"1998JJ00";"15.6"
"3542";"GM0492";"1999JJ00";"14.3"
"3543";"GM0492";"2000JJ00";"13.7"
"3544";"GM0492";"2001JJ00";"13.5"
"3545";"GM0492";"2002JJ00";"13.7"
"3546";"GM0492";"2003JJ00";"13.2"
"3547";"GM0492";"2004JJ00";"13.5"
"3548";"GM0492";"2005JJ00";"14.3"
"3549";"GM0492";"2006JJ00";"15.1"
"3550";"GM0492";"2007JJ00";
"3551";"GM0492";"2008JJ00";
"3552";"GM0492";"2009JJ00";
"3553";"GM0492";"2010JJ00";
"3554";"GM0492";"2011JJ00";
"3555";"GM0492";"2012JJ00";
"3556";"GM0492";"2013JJ00";
"3557";"GM0492";"2014JJ00";
"3558";"GM0492";"2015JJ00";
"3559";"GM0492";"2016JJ00";
"3560";"GM0492";"2017JJ00";
"3561";"GM0492";"2018JJ00";
"3562";"GM0492";"2019JJ00";
"3563";"GM0492";"2020JJ00";
"3564";"GM0492";"2021JJ00";
"3565";"GM0492";"2022JJ00";
"3566";"GM0492";"2023JJ00";
"3567";"GM0493";"1995JJ00";"15.9"
"3568";"GM0493";"1996JJ00";"16.3"
"3569";"GM0493";"1997JJ00";"16.7"
"3570";"GM0493";"1998JJ00";"17.7"
"3571";"GM0493";"1999JJ00";"18.1"
"3572";"GM0493";"2000JJ00";"18.4"
"3573";"GM0493";"2001JJ00";"19.7"
"3574";"GM0493";"2002JJ00";"20.4"
"3575";"GM0493";"2003JJ00";"20.8"
"3576";"GM0493";"2004JJ00";"21.6"
"3577";"GM0493";"2005JJ00";"21.7"
"3578";"GM0493";"2006JJ00";"21.2"
"3579";"GM0493";"2007JJ00";
"3580";"GM0493";"2008JJ00";
"3581";"GM0493";"2009JJ00";
"3582";"GM0493";"2010JJ00";
"3583";"GM0493";"2011JJ00";
"3584";"GM0493";"2012JJ00";
"3585";"GM0493";"2013JJ00";
"3586";"GM0493";"2014JJ00";
"3587";"GM0493";"2015JJ00";
"3588";"GM0493";"2016JJ00";
"3589";"GM0493";"2017JJ00";
"3590";"GM0493";"2018JJ00";
"3591";"GM0493";"2019JJ00";
"3592";"GM0493";"2020JJ00";
"3593";"GM0493";"2021JJ00";
"3594";"GM0493";"2022JJ00";
"3595";"GM0493";"2023JJ00";
"3596";"GM0751";"1995JJ00";"15.2"
"3597";"GM0751";"1996JJ00";"15.8"
"3598";"GM0751";"1997JJ00";
"3599";"GM0751";"1998JJ00";
"3600";"GM0751";"1999JJ00";
"3601";"GM0751";"2000JJ00";
"3602";"GM0751";"2001JJ00";
"3603";"GM0751";"2002JJ00";
"3604";"GM0751";"2003JJ00";
"3605";"GM0751";"2004JJ00";
"3606";"GM0751";"2005JJ00";
"3607";"GM0751";"2006JJ00";
"3608";"GM0751";"2007JJ00";
"3609";"GM0751";"2008JJ00";
"3610";"GM0751";"2009JJ00";
"3611";"GM0751";"2010JJ00";
"3612";"GM0751";"2011JJ00";
"3613";"GM0751";"2012JJ00";
"3614";"GM0751";"2013JJ00";
"3615";"GM0751";"2014JJ00";
"3616";"GM0751";"2015JJ00";
"3617";"GM0751";"2016JJ00";
"3618";"GM0751";"2017JJ00";
"3619";"GM0751";"2018JJ00";
"3620";"GM0751";"2019JJ00";
"3621";"GM0751";"2020JJ00";
"3622";"GM0751";"2021JJ00";
"3623";"GM0751";"2022JJ00";
"3624";"GM0751";"2023JJ00";
"3625";"GM1859";"1995JJ00";
"3626";"GM1859";"1996JJ00";
"3627";"GM1859";"1997JJ00";
"3628";"GM1859";"1998JJ00";
"3629";"GM1859";"1999JJ00";
"3630";"GM1859";"2000JJ00";
"3631";"GM1859";"2001JJ00";
"3632";"GM1859";"2002JJ00";
"3633";"GM1859";"2003JJ00";
"3634";"GM1859";"2004JJ00";
"3635";"GM1859";"2005JJ00";"26.4"
"3636";"GM1859";"2006JJ00";"26.9"
"3637";"GM1859";"2007JJ00";"28.1"
"3638";"GM1859";"2008JJ00";"29.1"
"3639";"GM1859";"2009JJ00";"30"
"3640";"GM1859";"2010JJ00";"30.9"
"3641";"GM1859";"2011JJ00";"32.3"
"3642";"GM1859";"2012JJ00";"34.4"
"3643";"GM1859";"2013JJ00";"36.2"
"3644";"GM1859";"2014JJ00";"38.2"
"3645";"GM1859";"2015JJ00";"40"
"3646";"GM1859";"2016JJ00";"41.4"
"3647";"GM1859";"2017JJ00";"42.4"
"3648";"GM1859";"2018JJ00";"43.8"
"3649";"GM1859";"2019JJ00";"45.3"
"3650";"GM1859";"2020JJ00";"46.1"
"3651";"GM1859";"2021JJ00";"46.5"
"3652";"GM1859";"2022JJ00";"47.4"
"3653";"GM1859";"2023JJ00";"48"
"3654";"GM0752";"1995JJ00";"17.1"
"3655";"GM0752";"1996JJ00";
"3656";"GM0752";"1997JJ00";
"3657";"GM0752";"1998JJ00";
"3658";"GM0752";"1999JJ00";
"3659";"GM0752";"2000JJ00";
"3660";"GM0752";"2001JJ00";
"3661";"GM0752";"2002JJ00";
"3662";"GM0752";"2003JJ00";
"3663";"GM0752";"2004JJ00";
"3664";"GM0752";"2005JJ00";
"3665";"GM0752";"2006JJ00";
"3666";"GM0752";"2007JJ00";
"3667";"GM0752";"2008JJ00";
"3668";"GM0752";"2009JJ00";
"3669";"GM0752";"2010JJ00";
"3670";"GM0752";"2011JJ00";
"3671";"GM0752";"2012JJ00";
"3672";"GM0752";"2013JJ00";
"3673";"GM0752";"2014JJ00";
"3674";"GM0752";"2015JJ00";
"3675";"GM0752";"2016JJ00";
"3676";"GM0752";"2017JJ00";
"3677";"GM0752";"2018JJ00";
"3678";"GM0752";"2019JJ00";
"3679";"GM0752";"2020JJ00";
"3680";"GM0752";"2021JJ00";
"3681";"GM0752";"2022JJ00";
"3682";"GM0752";"2023JJ00";
"3683";"GM1721";"1995JJ00";
"3684";"GM1721";"1996JJ00";"15.9"
"3685";"GM1721";"1997JJ00";"16.3"
"3686";"GM1721";"1998JJ00";"17"
"3687";"GM1721";"1999JJ00";"17.7"
"3688";"GM1721";"2000JJ00";"18.2"
"3689";"GM1721";"2001JJ00";"18.9"
"3690";"GM1721";"2002JJ00";"19.2"
"3691";"GM1721";"2003JJ00";"19.5"
"3692";"GM1721";"2004JJ00";"20.3"
"3693";"GM1721";"2005JJ00";"21.5"
"3694";"GM1721";"2006JJ00";"22"
"3695";"GM1721";"2007JJ00";"22.7"
"3696";"GM1721";"2008JJ00";"23.6"
"3697";"GM1721";"2009JJ00";"24.9"
"3698";"GM1721";"2010JJ00";"25.8"
"3699";"GM1721";"2011JJ00";"27.2"
"3700";"GM1721";"2012JJ00";"28.5"
"3701";"GM1721";"2013JJ00";"30.1"
"3702";"GM1721";"2014JJ00";"31.8"
"3703";"GM1721";"2015JJ00";"33.6"
"3704";"GM1721";"2016JJ00";"34.3"
"3705";"GM1721";"2017JJ00";"34.7"
"3706";"GM1721";"2018JJ00";"35.6"
"3707";"GM1721";"2019JJ00";"36.4"
"3708";"GM1721";"2020JJ00";"37.3"
"3709";"GM1721";"2021JJ00";"38.2"
"3710";"GM1721";"2022JJ00";"38.5"
"3711";"GM1721";"2023JJ00";"39.1"
"3712";"GM0568";"1995JJ00";"14.8"
"3713";"GM0568";"1996JJ00";"15"
"3714";"GM0568";"1997JJ00";"15.7"
"3715";"GM0568";"1998JJ00";"16.4"
"3716";"GM0568";"1999JJ00";"16.6"
"3717";"GM0568";"2000JJ00";"17.4"
"3718";"GM0568";"2001JJ00";"18.3"
"3719";"GM0568";"2002JJ00";"19.4"
"3720";"GM0568";"2003JJ00";"19.9"
"3721";"GM0568";"2004JJ00";"20.8"
"3722";"GM0568";"2005JJ00";"21.7"
"3723";"GM0568";"2006JJ00";"22.6"
"3724";"GM0568";"2007JJ00";"23.8"
"3725";"GM0568";"2008JJ00";"24.7"
"3726";"GM0568";"2009JJ00";"25.9"
"3727";"GM0568";"2010JJ00";"27.3"
"3728";"GM0568";"2011JJ00";"28.4"
"3729";"GM0568";"2012JJ00";"30.9"
"3730";"GM0568";"2013JJ00";"33.2"
"3731";"GM0568";"2014JJ00";"35.3"
"3732";"GM0568";"2015JJ00";
"3733";"GM0568";"2016JJ00";
"3734";"GM0568";"2017JJ00";
"3735";"GM0568";"2018JJ00";
"3736";"GM0568";"2019JJ00";
"3737";"GM0568";"2020JJ00";
"3738";"GM0568";"2021JJ00";
"3739";"GM0568";"2022JJ00";
"3740";"GM0568";"2023JJ00";
"3741";"GM0753";"1995JJ00";"13.5"
"3742";"GM0753";"1996JJ00";"13.5"
"3743";"GM0753";"1997JJ00";"13.8"
"3744";"GM0753";"1998JJ00";"14.4"
"3745";"GM0753";"1999JJ00";"15.2"
"3746";"GM0753";"2000JJ00";"15.8"
"3747";"GM0753";"2001JJ00";"16.2"
"3748";"GM0753";"2002JJ00";"16.9"
"3749";"GM0753";"2003JJ00";"17.6"
"3750";"GM0753";"2004JJ00";"18.4"
"3751";"GM0753";"2005JJ00";"19"
"3752";"GM0753";"2006JJ00";"20.1"
"3753";"GM0753";"2007JJ00";"20.8"
"3754";"GM0753";"2008JJ00";"21.8"
"3755";"GM0753";"2009JJ00";"22.7"
"3756";"GM0753";"2010JJ00";"23.5"
"3757";"GM0753";"2011JJ00";"24.4"
"3758";"GM0753";"2012JJ00";"25.9"
"3759";"GM0753";"2013JJ00";"27.2"
"3760";"GM0753";"2014JJ00";"28.4"
"3761";"GM0753";"2015JJ00";"29.2"
"3762";"GM0753";"2016JJ00";"30.1"
"3763";"GM0753";"2017JJ00";"31.1"
"3764";"GM0753";"2018JJ00";"31.7"
"3765";"GM0753";"2019JJ00";"32.4"
"3766";"GM0753";"2020JJ00";"32.8"
"3767";"GM0753";"2021JJ00";"33.1"
"3768";"GM0753";"2022JJ00";"33.6"
"3769";"GM0753";"2023JJ00";"33.8"
"3770";"GM0209";"1995JJ00";"11.9"
"3771";"GM0209";"1996JJ00";"12.7"
"3772";"GM0209";"1997JJ00";"13.1"
"3773";"GM0209";"1998JJ00";"13.7"
"3774";"GM0209";"1999JJ00";"13.7"
"3775";"GM0209";"2000JJ00";"14.1"
"3776";"GM0209";"2001JJ00";"14.8"
"3777";"GM0209";"2002JJ00";"15.6"
"3778";"GM0209";"2003JJ00";"16.3"
"3779";"GM0209";"2004JJ00";"17.2"
"3780";"GM0209";"2005JJ00";"17.7"
"3781";"GM0209";"2006JJ00";"18.8"
"3782";"GM0209";"2007JJ00";"19.4"
"3783";"GM0209";"2008JJ00";"20.2"
"3784";"GM0209";"2009JJ00";"20.6"
"3785";"GM0209";"2010JJ00";"21.3"
"3786";"GM0209";"2011JJ00";"21.9"
"3787";"GM0209";"2012JJ00";"23.2"
"3788";"GM0209";"2013JJ00";"24.9"
"3789";"GM0209";"2014JJ00";"26.1"
"3790";"GM0209";"2015JJ00";"27.4"
"3791";"GM0209";"2016JJ00";"28.4"
"3792";"GM0209";"2017JJ00";"30"
"3793";"GM0209";"2018JJ00";"31.2"
"3794";"GM0209";"2019JJ00";"32.3"
"3795";"GM0209";"2020JJ00";"33.4"
"3796";"GM0209";"2021JJ00";"34.6"
"3797";"GM0209";"2022JJ00";"36.3"
"3798";"GM0209";"2023JJ00";"36.8"
"3799";"GM0375";"1995JJ00";"26.7"
"3800";"GM0375";"1996JJ00";"26.8"
"3801";"GM0375";"1997JJ00";"27.2"
"3802";"GM0375";"1998JJ00";"27.9"
"3803";"GM0375";"1999JJ00";"27.9"
"3804";"GM0375";"2000JJ00";"27.9"
"3805";"GM0375";"2001JJ00";"27.7"
"3806";"GM0375";"2002JJ00";"27.7"
"3807";"GM0375";"2003JJ00";"27.2"
"3808";"GM0375";"2004JJ00";"26.8"
"3809";"GM0375";"2005JJ00";"27.1"
"3810";"GM0375";"2006JJ00";"27.6"
"3811";"GM0375";"2007JJ00";"27.6"
"3812";"GM0375";"2008JJ00";"27.3"
"3813";"GM0375";"2009JJ00";"26.5"
"3814";"GM0375";"2010JJ00";"26.1"
"3815";"GM0375";"2011JJ00";"25.9"
"3816";"GM0375";"2012JJ00";"26.5"
"3817";"GM0375";"2013JJ00";"27.1"
"3818";"GM0375";"2014JJ00";"27.6"
"3819";"GM0375";"2015JJ00";"28.3"
"3820";"GM0375";"2016JJ00";"28.8"
"3821";"GM0375";"2017JJ00";"29.3"
"3822";"GM0375";"2018JJ00";"29.9"
"3823";"GM0375";"2019JJ00";"30.1"
"3824";"GM0375";"2020JJ00";"30.4"
"3825";"GM0375";"2021JJ00";"30.7"
